,기준_년_코드,기준_분기_코드,상권코드,폐업률
0,2015,3,1000001,5.88235294117647
1,2015,3,1000002,3.7593984962406015
2,2015,3,1000003,2.013422818791946
3,2015,3,1000004,4.761904761904762
4,2015,3,1000005,4.477611940298507
5,2015,3,1000006,5.797101449275362
6,2015,3,1000007,4.672897196261682
7,2015,3,1000008,6.25
8,2015,3,1000009,9.45945945945946
9,2015,3,1000010,6.293706293706294
10,2015,3,1000011,2.272727272727273
11,2015,3,1000012,1.6666666666666667
12,2015,3,1000013,4.310344827586207
13,2015,3,1000014,3.278688524590164
14,2015,3,1000015,3.4482758620689653
15,2015,3,1000016,2.6737967914438503
16,2015,3,1000017,0.8012820512820512
17,2015,3,1000018,0.0
18,2015,3,1000019,5.172413793103448
19,2015,3,1000020,4.724409448818897
20,2015,3,1000021,4.938271604938271
21,2015,3,1000022,5.970149253731343
22,2015,3,1000023,4.838709677419355
23,2015,3,1000024,5.0
24,2015,3,1000025,6.976744186046512
25,2015,3,1000026,3.225806451612903
26,2015,3,1000027,10.714285714285714
27,2015,3,1000028,2.608695652173913
28,2015,3,1000029,1.4492753623188406
29,2015,3,1000030,3.8461538461538463
30,2015,3,1000031,6.923076923076923
31,2015,3,1000032,1.8604651162790697
32,2015,3,1000033,5.0
33,2015,3,1000034,6.280193236714976
34,2015,3,1000035,6.60377358490566
35,2015,3,1000036,4.098360655737705
36,2015,3,1000037,3.225806451612903
37,2015,3,1000038,3.260869565217391
38,2015,3,1000039,3.30188679245283
39,2015,3,1000040,0.6451612903225806
40,2015,3,1000041,0.9090909090909091
41,2015,3,1000042,0.6451612903225806
42,2015,3,1000043,1.25
43,2015,3,1000044,1.9230769230769231
44,2015,3,1000045,3.90625
45,2015,3,1000046,3.5211267605633805
46,2015,3,1000047,2.2222222222222223
47,2015,3,1000048,1.5873015873015872
48,2015,3,1000049,1.1299435028248588
49,2015,3,1000050,8.695652173913043
50,2015,3,1000051,3.7037037037037033
51,2015,3,1000052,3.428571428571429
52,2015,3,1000053,2.803738317757009
53,2015,3,1000054,3.125
54,2015,3,1000055,2.631578947368421
55,2015,3,1000056,2.7777777777777777
56,2015,3,1000057,2.976190476190476
57,2015,3,1000058,1.5151515151515151
58,2015,3,1000059,5.357142857142857
59,2015,3,1000060,3.125
60,2015,3,1000061,5.0
61,2015,3,1000062,1.7094017094017095
62,2015,3,1000063,2.8846153846153846
63,2015,3,1000064,6.0
64,2015,3,1000065,3.3333333333333335
65,2015,3,1000066,3.571428571428571
66,2015,3,1000067,4.968944099378882
67,2015,3,1000068,4.242424242424243
68,2015,3,1000069,4.166666666666666
69,2015,3,1000070,1.9417475728155338
70,2015,3,1000071,3.255813953488372
71,2015,3,1000072,6.0344827586206895
72,2015,3,1000073,5.793991416309012
73,2015,3,1000074,0.0
74,2015,3,1000075,3.64963503649635
75,2015,3,1000076,4.285714285714286
76,2015,3,1000077,4.166666666666666
77,2015,3,1000078,3.389830508474576
78,2015,3,1000079,5.263157894736842
79,2015,3,1000080,5.347593582887701
80,2015,3,1000081,1.0101010101010102
81,2015,3,1000082,6.666666666666667
82,2015,3,1000083,3.7735849056603774
83,2015,3,1000084,7.086614173228346
84,2015,3,1000085,2.3391812865497075
85,2015,3,1000086,4.166666666666666
86,2015,3,1000087,4.0
87,2015,3,1000088,3.10077519379845
88,2015,3,1000089,2.2222222222222223
89,2015,3,1000090,3.1914893617021276
90,2015,3,1000091,6.153846153846154
91,2015,3,1000092,8.421052631578947
92,2015,3,1000093,2.0
93,2015,3,1000094,4.0
94,2015,3,1000095,2.666666666666667
95,2015,3,1000096,3.6363636363636362
96,2015,3,1000097,4.477611940298507
97,2015,3,1000098,3.816793893129771
98,2015,3,1000099,6.486486486486487
99,2015,3,1000100,4.97737556561086
100,2015,3,1000101,1.5384615384615385
101,2015,3,1000102,4.9504950495049505
102,2015,3,1000103,5.46875
103,2015,3,1000104,6.451612903225806
104,2015,3,1000105,1.9047619047619049
105,2015,3,1000106,6.829268292682928
106,2015,3,1000107,5.454545454545454
107,2015,3,1000108,2.6455026455026456
108,2015,3,1000109,4.8
109,2015,3,1000110,4.651162790697675
110,2015,3,1000111,3.1746031746031744
111,2015,3,1000112,3.2432432432432434
112,2015,3,1000113,3.6585365853658534
113,2015,3,1000114,3.4482758620689653
114,2015,3,1000115,1.282051282051282
115,2015,3,1000116,2.054794520547945
116,2015,3,1000117,2.3529411764705883
117,2015,3,1000118,3.8327526132404177
118,2015,3,1000119,2.9629629629629632
119,2015,3,1000120,6.008583690987124
120,2015,3,1000121,4.867256637168142
121,2015,3,1000122,1.1235955056179776
122,2015,3,1000123,3.571428571428571
123,2015,3,1000124,1.5625
124,2015,3,1000125,6.0
125,2015,3,1000126,3.5294117647058822
126,2015,3,1000127,6.395348837209303
127,2015,3,1000128,8.035714285714286
128,2015,3,1000129,4.032258064516129
129,2015,3,1000130,6.153846153846154
130,2015,3,1000131,2.2222222222222223
131,2015,3,1000132,1.5151515151515151
132,2015,3,1000133,2.5510204081632653
133,2015,3,1000134,4.3478260869565215
134,2015,3,1000135,2.608695652173913
135,2015,3,1000136,5.9405940594059405
136,2015,3,1000137,4.2105263157894735
137,2015,3,1000138,5.839416058394161
138,2015,3,1000139,5.847953216374268
139,2015,3,1000140,4.285714285714286
140,2015,3,1000141,1.8691588785046727
141,2015,3,1000142,9.859154929577464
142,2015,3,1000143,8.21917808219178
143,2015,3,1000144,7.476635514018691
144,2015,3,1000145,2.3529411764705883
145,2015,3,1000146,5.426356589147287
146,2015,3,1000147,3.571428571428571
147,2015,3,1000148,7.142857142857142
148,2015,3,1000149,3.8461538461538463
149,2015,3,1000150,4.487179487179487
150,2015,3,1000151,7.291666666666667
151,2015,3,1000152,4.761904761904762
152,2015,3,1000153,3.6585365853658534
153,2015,3,1000154,7.954545454545454
154,2015,3,1000155,2.857142857142857
155,2015,3,1000156,4.587155963302752
156,2015,3,1000157,2.6785714285714284
157,2015,3,1000158,1.7605633802816902
158,2015,3,1000159,2.142857142857143
159,2015,3,1000160,5.737704918032787
160,2015,3,1000161,4.838709677419355
161,2015,3,1000162,3.508771929824561
162,2015,3,1000163,3.2679738562091507
163,2015,3,1000164,4.23728813559322
164,2015,3,1000165,3.546099290780142
165,2015,3,1000166,3.888888888888889
166,2015,3,1000167,4.123711340206185
167,2015,3,1000168,9.523809523809524
168,2015,3,1000169,10.56338028169014
169,2015,3,1000170,3.8834951456310676
170,2015,3,1000171,2.9850746268656714
171,2015,3,1000172,4.504504504504505
172,2015,3,1000173,2.8169014084507045
173,2015,3,1000174,1.2658227848101267
174,2015,3,1000175,2.1739130434782608
175,2015,3,1000176,6.315789473684211
176,2015,3,1000177,4.18848167539267
177,2015,3,1000178,7.4074074074074066
178,2015,3,1000179,6.521739130434782
179,2015,3,1000180,0.9174311926605505
180,2015,3,1000181,2.586206896551724
181,2015,3,1000182,2.564102564102564
182,2015,3,1000183,1.8691588785046727
183,2015,3,1000184,3.048780487804878
184,2015,3,1000185,6.451612903225806
185,2015,3,1000186,4.761904761904762
186,2015,3,1000187,1.8181818181818181
187,2015,3,1000188,3.9215686274509802
188,2015,3,1000189,7.614213197969544
189,2015,3,1000190,3.076923076923077
190,2015,3,1000191,2.73972602739726
191,2015,3,1000192,5.960264900662252
192,2015,3,1000193,3.954802259887006
193,2015,3,1000194,2.941176470588235
194,2015,3,1000195,1.9607843137254901
195,2015,3,1000196,4.166666666666666
196,2015,3,1000197,8.91089108910891
197,2015,3,1000198,8.904109589041095
198,2015,3,1000199,0.9803921568627451
199,2015,3,1000200,1.8018018018018018
200,2015,3,1000201,4.524886877828054
201,2015,3,1000202,3.4782608695652173
202,2015,3,1000203,1.6666666666666667
203,2015,3,1000204,2.5
204,2015,3,1000205,2.976190476190476
205,2015,3,1000206,3.79746835443038
206,2015,3,1000207,5.737704918032787
207,2015,3,1000208,3.6363636363636362
208,2015,3,1000209,1.25
209,2015,3,1000210,2.2857142857142856
210,2015,3,1000211,5.88235294117647
211,2015,3,1000212,0.8771929824561403
212,2015,3,1000213,1.639344262295082
213,2015,3,1000214,2.2123893805309733
214,2015,3,1000215,1.9801980198019802
215,2015,3,1000216,4.040404040404041
216,2015,3,1000217,7.6923076923076925
217,2015,3,1000218,4.597701149425287
218,2015,3,1000219,2.0408163265306123
219,2015,3,1000220,5.46875
220,2015,3,1000221,7.9787234042553195
221,2015,3,1000222,3.4965034965034967
222,2015,3,1000223,7.000000000000001
223,2015,3,1000224,5.357142857142857
224,2015,3,1000225,0.0
225,2015,3,1000226,4.395604395604396
226,2015,3,1000227,0.0
227,2015,3,1000228,1.8181818181818181
228,2015,3,1000229,4.471544715447155
229,2015,3,1000230,2.7450980392156863
230,2015,3,1000231,2.0
231,2015,3,1000232,1.8691588785046727
232,2015,3,1000233,5.859375
233,2015,3,1000234,5.042016806722689
234,2015,3,1000235,3.910614525139665
235,2015,3,1000236,4.878048780487805
236,2015,3,1000237,2.909090909090909
237,2015,3,1000238,5.737704918032787
238,2015,3,1000239,5.921052631578947
239,2015,3,1000240,4.054054054054054
240,2015,3,1000241,5.617977528089887
241,2015,3,1000242,5.982905982905983
242,2015,3,1000243,3.389830508474576
243,2015,3,1000244,5.194805194805195
244,2015,3,1000245,3.9473684210526314
245,2015,3,1000246,4.424778761061947
246,2015,3,1000247,5.095541401273886
247,2015,3,1000248,4.712041884816754
248,2015,3,1000249,6.9306930693069315
249,2015,3,1000250,2.127659574468085
250,2015,3,1000251,5.839416058394161
