,기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,총 상주인구 수,상권_코드_명,아파트_단지_수,아파트_평균_면적,아파트_평균_시가
2807,2020,1,A,골목상권,1000157,3885.0,용마산로3길,72.0,53.0,174348255.0
2808,2020,1,A,골목상권,1000156,5267.0,용마산로21길,83.0,51.0,175779422.0
2809,2020,1,A,골목상권,1000155,1481.0,아차산로78길,20.0,58.0,239367137.0
2810,2020,1,A,골목상권,1000154,2834.0,아차산로65길,62.0,55.0,185653635.0
2811,2020,1,A,골목상권,1000153,2898.0,아차산로55길,60.0,47.0,146941571.0
2812,2020,1,A,골목상권,1000152,1768.0,아차산로51길,29.0,40.0,151105213.0
2813,2020,1,A,골목상권,1000151,2862.0,아차산로40길,51.0,48.0,187247719.0
2814,2020,1,A,골목상권,1000150,4136.0,면목로17길,48.0,50.0,164976068.0
2815,2020,1,A,골목상권,1000149,2784.0,뚝섬로64길,55.0,49.0,199496308.0
2816,2020,1,A,골목상권,1000148,3424.0,뚝섬로58길,72.0,52.0,203996436.0
2817,2020,1,A,골목상권,1000147,3485.0,뚝섬로54길,92.0,54.0,205955422.0
2818,2020,1,A,골목상권,1000146,3557.0,뚝섬로48길,58.0,47.0,194721332.0
2819,2020,1,A,골목상권,1000145,2974.0,뚝섬로24길,24.0,46.0,200911146.0
2820,2020,1,A,골목상권,1000144,1821.0,뚝섬로23길,17.0,47.0,202676401.0
2821,2020,1,A,골목상권,1000143,2913.0,동일로24길,14.0,42.0,174247629.0
2822,2020,1,A,골목상권,1000142,1714.0,동일로18길,16.0,41.0,173795004.0
2823,2020,1,A,골목상권,1000141,2931.0,능동로4길,12.0,75.0,405785926.0
2824,2020,1,A,골목상권,1000140,3484.0,능동로3길,9.0,53.0,255640555.0
2825,2020,1,A,골목상권,1000139,5070.0,능동로34길,73.0,44.0,182099013.0
2826,2020,1,A,골목상권,1000138,2330.0,능동로19길,20.0,27.0,116870336.0
2827,2020,1,A,골목상권,1000137,3644.0,능동로13길,47.0,39.0,135774809.0
2828,2020,1,A,골목상권,1000136,2014.0,긴고랑로9길,24.0,50.0,157517251.0
2829,2020,1,A,골목상권,1000135,4193.0,긴고랑로8길,54.0,47.0,167514174.0
2830,2020,1,A,골목상권,1000134,4494.0,긴고랑로7길,53.0,48.0,163819337.0
2831,2020,1,A,골목상권,1000133,4111.0,긴고랑로20길,66.0,50.0,167830200.0
2832,2020,1,A,골목상권,1000132,4243.0,광나루로52길,89.0,53.0,165295241.0
2833,2020,1,A,골목상권,1000131,3777.0,광나루로40길,69.0,49.0,164426530.0
2834,2020,1,A,골목상권,1000130,682.0,광나루로37길,11.0,52.0,183769192.0
2835,2020,1,A,골목상권,1000129,2645.0,광나루로36길,39.0,51.0,174693738.0
2836,2020,1,A,골목상권,1000128,1251.0,광나루로24길,4.0,44.0,108093750.0
2837,2020,1,A,골목상권,1000127,2999.0,광나루로12길,38.0,27.0,128876267.0
2838,2020,1,A,골목상권,1000126,2073.0,한림말길,10.0,58.0,214759641.0
2839,2020,1,A,골목상권,1000125,855.0,한림말3길,6.0,57.0,188183413.0
2840,2020,1,A,골목상권,1000124,2547.0,청계천로10나길,9.0,46.0,151811243.0
2841,2020,1,A,골목상권,1000123,1893.0,장터길,52.0,47.0,148435447.0
2842,2020,1,A,골목상권,1000122,1240.0,용답중앙길,8.0,65.0,247317212.0
2843,2020,1,A,골목상권,1000121,2956.0,용답29길,11.0,48.0,147585270.0
2844,2020,1,A,골목상권,1000120,2009.0,왕십리로6길,11.0,50.0,255217692.0
2845,2020,1,A,골목상권,1000119,2779.0,왕십리로31길,15.0,55.0,188575904.0
2846,2020,1,A,골목상권,1000118,2804.0,왕십리로26길,17.0,48.0,167853378.0
2847,2020,1,A,골목상권,1000117,2293.0,왕십리로21길,26.0,49.0,163697068.0
2848,2020,1,A,골목상권,1000116,1782.0,왕십리로14길,12.0,47.0,311244981.0
2849,2020,1,A,골목상권,1000115,1459.0,아차산로5길,25.0,38.0,173323871.0
2850,2020,1,A,골목상권,1000114,428.0,NaN,NaN,NaN,NaN
2851,2020,1,A,골목상권,1000113,330.0,아차산로11길,1.0,78.0,330122449.0
2852,2020,1,A,골목상권,1000112,2648.0,송정4가길,18.0,41.0,150182596.0
2853,2020,1,A,골목상권,1000111,1307.0,송정12라길,9.0,47.0,183501764.0
2854,2020,1,A,골목상권,1000110,635.0,성수일로6길,5.0,60.0,255143939.0
2855,2020,1,A,골목상권,1000109,1220.0,성수이로7길,14.0,40.0,182138339.0
2856,2020,1,A,골목상권,1000108,261.0,NaN,NaN,NaN,NaN
2857,2020,1,A,골목상권,1000107,3022.0,성덕정길,26.0,54.0,427008153.0
2858,2020,1,A,골목상권,1000106,3352.0,성덕정17길,26.0,58.0,401246640.0
2859,2020,1,A,골목상권,1000105,1632.0,서울숲2길,12.0,62.0,381514397.0
2860,2020,1,A,골목상권,1000104,1267.0,상원길,4.0,56.0,265336490.0
2861,2020,1,A,골목상권,1000103,2412.0,상원12길,6.0,53.0,230124577.0
2862,2020,1,A,골목상권,1000102,2455.0,사근동길,23.0,32.0,93496148.0
2863,2020,1,A,골목상권,1000101,2203.0,무학봉길,6.0,65.0,282683924.0
2864,2020,1,A,골목상권,1000100,960.0,무학봉28길,5.0,35.0,135957998.0
2865,2020,1,A,골목상권,1000099,1774.0,무학로6길,8.0,37.0,155219640.0
2866,2020,1,A,골목상권,1000098,2116.0,무수막길,19.0,63.0,221715774.0
2867,2020,1,A,골목상권,1000097,5878.0,매봉길,9.0,71.0,599287898.0
2868,2020,1,A,골목상권,1000096,1200.0,마조로1길,26.0,54.0,149740447.0
2869,2020,1,A,골목상권,1000095,2512.0,마조로16길,20.0,67.0,228218098.0
2870,2020,1,A,골목상권,1000094,910.0,마장로39길,7.0,66.0,261575022.0
2871,2020,1,A,골목상권,1000093,1772.0,마장로27길,10.0,41.0,140662018.0
2872,2020,1,A,골목상권,1000092,1806.0,뚝섬로5길,15.0,67.0,318029114.0
2873,2020,1,A,골목상권,1000091,2807.0,둘레9길,23.0,56.0,451650381.0
2874,2020,1,A,골목상권,1000090,3277.0,금호산길,69.0,59.0,200790347.0
2875,2020,1,A,골목상권,1000089,2311.0,금호산2길,39.0,52.0,182191459.0
2876,2020,1,A,골목상권,1000088,2490.0,고산자로6길,61.0,54.0,201004295.0
2877,2020,1,A,골목상권,1000087,5619.0,후암로28길,127.0,69.0,277169594.0
2878,2020,1,A,골목상권,1000086,2892.0,효창원로39길,90.0,54.0,231388058.0
2879,2020,1,A,골목상권,1000085,2155.0,회나무로13길,22.0,80.0,349667714.0
2880,2020,1,A,골목상권,1000084,631.0,한남대로20길,7.0,53.0,352673085.0
2881,2020,1,A,골목상권,1000083,138.0,NaN,NaN,NaN,NaN
2882,2020,1,A,골목상권,1000082,697.0,한강대로7길,6.0,47.0,419996429.0
2883,2020,1,A,골목상권,1000081,662.0,한강대로62길,9.0,49.0,364824342.0
2884,2020,1,A,골목상권,1000080,643.0,한강대로52길,14.0,38.0,286364302.0
2885,2020,1,A,골목상권,1000079,1724.0,한강대로43길,3.0,107.0,989166024.0
2886,2020,1,A,골목상권,1000078,466.0,한강대로15길,8.0,51.0,457474986.0
2887,2020,1,A,골목상권,1000077,2695.0,한강대로104길,25.0,68.0,341969048.0
2888,2020,1,A,골목상권,1000076,2375.0,청파로73길,58.0,48.0,219067232.0
2889,2020,1,A,골목상권,1000075,4019.0,청파로71길,122.0,64.0,215433642.0
2890,2020,1,A,골목상권,1000074,3174.0,청파로47나길,89.0,53.0,220994083.0
2891,2020,1,A,골목상권,1000073,1666.0,청파로47길,14.0,46.0,166160048.0
2892,2020,1,A,골목상권,1000072,2658.0,장문로45길,33.0,53.0,573284176.0
2893,2020,1,A,골목상권,1000071,2266.0,이태원로54길,30.0,96.0,480723433.0
2894,2020,1,A,골목상권,1000070,632.0,이태원로27길,11.0,103.0,483746950.0
2895,2020,1,A,골목상권,1000069,1875.0,이촌로22길,49.0,58.0,387698359.0
2896,2020,1,A,골목상권,1000068,1021.0,원효로89길,10.0,50.0,215459650.0
2897,2020,1,A,골목상권,1000067,2330.0,원효로53길,40.0,44.0,228417439.0
2898,2020,1,A,골목상권,1000066,1406.0,원효로41길,16.0,65.0,281720858.0
2899,2020,1,A,골목상권,1000065,1837.0,원효로19길,23.0,54.0,269352177.0
2900,2020,1,A,골목상권,1000064,2177.0,우사단로4길,22.0,41.0,489858622.0
2901,2020,1,A,골목상권,1000063,1211.0,우사단로14길,15.0,73.0,654105268.0
2902,2020,1,A,골목상권,1000062,2532.0,우사단로10길,49.0,61.0,614161825.0
2903,2020,1,A,골목상권,1000061,2630.0,신흥로20길,114.0,49.0,171466325.0
2904,2020,1,A,골목상권,1000060,2099.0,소월로20길,44.0,49.0,200752888.0
2905,2020,1,A,골목상권,1000059,2442.0,서빙고로71길,72.0,52.0,662098926.0
2906,2020,1,A,골목상권,1000058,4448.0,백범로90길,11.0,75.0,496683400.0
2907,2020,1,A,골목상권,1000057,3958.0,백범로79길,104.0,59.0,242145926.0
2908,2020,1,A,골목상권,1000056,3105.0,두텁바위로1길,38.0,62.0,294402723.0
2909,2020,1,A,골목상권,1000055,1394.0,대사관로34길,35.0,47.0,559442404.0
2910,2020,1,A,골목상권,1000054,829.0,녹사평대로46길,22.0,75.0,291820883.0
2911,2020,1,A,골목상권,1000053,774.0,녹사평대로40나길,9.0,111.0,463599167.0
2912,2020,1,A,골목상권,1000052,517.0,녹사평대로32길,8.0,65.0,382973462.0
2913,2020,1,A,골목상권,1000051,906.0,녹사평대로26길,10.0,61.0,380352237.0
2914,2020,1,A,골목상권,1000050,387.0,녹사평대로11길,4.0,63.0,250343750.0
2915,2020,1,A,골목상권,1000049,3378.0,퇴계로90길,27.0,48.0,170019584.0
2916,2020,1,A,골목상권,1000048,1479.0,퇴계로8길,13.0,84.0,213297572.0
2917,2020,1,A,골목상권,1000047,1124.0,퇴계로56길,6.0,42.0,130876389.0
2918,2020,1,A,골목상권,1000046,593.0,퇴계로46길,7.0,34.0,119134454.0
2919,2020,1,A,골목상권,1000045,723.0,퇴계로18길,3.0,72.0,168158730.0
2920,2020,1,A,골목상권,1000044,914.0,퇴계로12길,7.0,50.0,167530465.0
2921,2020,1,A,골목상권,1000043,1953.0,청구로1길,9.0,46.0,189915947.0
2922,2020,1,A,골목상권,1000042,1761.0,청구로17길,33.0,63.0,206531628.0
2923,2020,1,A,골목상권,1000041,1473.0,장충단로8길,28.0,56.0,184979178.0
2924,2020,1,A,골목상권,1000040,116.0,NaN,NaN,NaN,NaN
2925,2020,1,A,골목상권,1000039,522.0,NaN,NaN,NaN,NaN
2926,2020,1,A,골목상권,1000038,664.0,동호로8길,18.0,47.0,155018621.0
2927,2020,1,A,골목상권,1000037,2128.0,동호로20길,42.0,75.0,307355149.0
2928,2020,1,A,골목상권,1000036,1892.0,동호로15길,41.0,84.0,208647667.0
2929,2020,1,A,골목상권,1000035,4534.0,동호로11길,150.0,54.0,124396733.0
2930,2020,1,A,골목상권,1000034,2016.0,동호로10길,27.0,47.0,181864758.0
2931,2020,1,A,골목상권,1000033,834.0,다산로39길,2.0,50.0,176972222.0
2932,2020,1,A,골목상권,1000032,1406.0,다산로38길,10.0,64.0,242063093.0
2933,2020,1,A,골목상권,1000031,2066.0,다산로36길,8.0,58.0,179132297.0
2934,2020,1,A,골목상권,1000030,3422.0,다산로33길,32.0,46.0,153392079.0
2935,2020,1,A,골목상권,1000029,1145.0,난계로21길,9.0,35.0,157574074.0
2936,2020,1,A,골목상권,1000028,3407.0,난계로11길,16.0,62.0,272737678.0
2937,2020,1,A,골목상권,1000027,690.0,필운대로1길,14.0,73.0,229306432.0
2938,2020,1,A,골목상권,1000026,1678.0,평창길,19.0,109.0,309926113.0
2939,2020,1,A,골목상권,1000025,886.0,통일로12길,50.0,43.0,99746000.0
2940,2020,1,A,골목상권,1000024,2265.0,창신길,86.0,49.0,116533576.0
2941,2020,1,A,골목상권,1000023,1269.0,창신5길,8.0,38.0,95141667.0
2942,2020,1,A,골목상권,1000022,780.0,창신2길,17.0,43.0,107096078.0
2943,2020,1,A,골목상권,1000021,932.0,창경궁로35길,8.0,54.0,142664918.0
2944,2020,1,A,골목상권,1000020,2215.0,지봉로8길,15.0,53.0,185365873.0
2945,2020,1,A,골목상권,1000019,3479.0,종로65길,87.0,50.0,124591950.0
2946,2020,1,A,골목상권,1000018,456.0,종로58가길,3.0,17.0,81284178.0
2947,2020,1,A,골목상권,1000017,47.0,NaN,NaN,NaN,NaN
2948,2020,1,A,골목상권,1000016,677.0,자하문로7길,9.0,69.0,256264683.0
2949,2020,1,A,골목상권,1000015,1607.0,이화장길,20.0,52.0,153940955.0
2950,2020,1,A,골목상권,1000014,463.0,율곡로16길,1.0,22.0,112279412.0
2951,2020,1,A,골목상권,1000013,230.0,NaN,NaN,NaN,NaN
2952,2020,1,A,골목상권,1000012,2571.0,옥인길,100.0,55.0,177741821.0
2953,2020,1,A,골목상권,1000011,899.0,숭인동길,19.0,52.0,141952840.0
2954,2020,1,A,골목상권,1000010,946.0,성균관로5길,12.0,49.0,152368531.0
2955,2020,1,A,골목상권,1000009,747.0,삼청로5길,1.0,175.0,572000000.0
2956,2020,1,A,골목상권,1000008,670.0,북촌로5나길,5.0,118.0,430007143.0
2957,2020,1,A,골목상권,1000007,424.0,북촌로5길,2.0,131.0,443000000.0
2958,2020,1,A,골목상권,1000006,650.0,북촌로11길,3.0,77.0,213246032.0
2959,2020,1,A,골목상권,1000005,1671.0,백석동길,41.0,84.0,214023214.0
2960,2020,1,A,골목상권,1000004,1442.0,명륜길,41.0,51.0,105457249.0
2961,2020,1,A,골목상권,1000003,1214.0,돈화문로11가길,5.0,35.0,161118305.0
2962,2020,1,A,골목상권,1000002,941.0,난계로27길,5.0,15.0,87700490.0
2963,2020,1,A,골목상권,1000001,1800.0,계동길,26.0,69.0,249322039.0
2964,2019,4,U,관광특구,1001496,24.0,NaN,NaN,NaN,NaN
2965,2019,4,U,관광특구,1001495,8221.0,잠실 관광특구,20.0,88.0,431622104.0
2966,2019,4,U,관광특구,1001494,1924.0,종로?청계 관광특구,8.0,39.0,103667956.0
2967,2019,4,U,관광특구,1001493,2427.0,동대문패션타운 관광특구,6.0,69.0,144042180.0
2968,2019,4,U,관광특구,1001492,1104.0,NaN,NaN,NaN,NaN
2969,2019,4,U,관광특구,1001491,5176.0,이태원 관광특구,67.0,84.0,369919205.0
2970,2019,4,R,전통시장,1001490,3097.0,길동복조리시장,30.0,65.0,163770517.0
2971,2019,4,R,전통시장,1001489,595.0,둔촌역전통시장,7.0,69.0,184376722.0
2972,2019,4,R,전통시장,1001488,1023.0,성내골목시장,8.0,55.0,145245238.0
2973,2019,4,R,전통시장,1001487,90.0,NaN,NaN,NaN,NaN
2974,2019,4,R,전통시장,1001486,170.0,동서울시장,1.0,45.0,148750000.0
2975,2019,4,R,전통시장,1001485,343.0,NaN,NaN,NaN,NaN
2976,2019,4,R,전통시장,1001484,842.0,양지골목시장,22.0,57.0,166598089.0
2977,2019,4,R,전통시장,1001483,800.0,암사종합시장,7.0,37.0,106797619.0
2978,2019,4,R,전통시장,1001482,288.0,고덕전통시장,1.0,41.0,147333333.0
2979,2019,4,R,전통시장,1001481,1952.0,명일골목시장,4.0,74.0,240714664.0
2980,2019,4,R,전통시장,1001480,2314.0,새마을시장,30.0,42.0,177310031.0
2981,2019,4,R,전통시장,1001479,803.0,석촌시장,11.0,44.0,177834160.0
2982,2019,4,R,전통시장,1001478,5119.0,방이시장,130.0,51.0,175734884.0
2983,2019,4,R,전통시장,1001477,947.0,마천시장,4.0,54.0,174976010.0
2984,2019,4,R,전통시장,1001476,2104.0,풍납시장,16.0,54.0,131967113.0
2985,2019,4,R,전통시장,1001475,7.0,NaN,NaN,NaN,NaN
2986,2019,4,R,전통시장,1001474,241.0,도곡시장,2.0,67.0,469861842.0
2987,2019,4,R,전통시장,1001473,171.0,청담삼익시장,1.0,162.0,1566000000.0
2988,2019,4,R,전통시장,1001472,85.0,논현종합시장,3.0,115.0,417534848.0
2989,2019,4,R,전통시장,1001471,1169.0,영동전통시장,13.0,49.0,186072301.0
2990,2019,4,R,전통시장,1001470,260.0,강남시장_강남,1.0,95.0,298510638.0
2991,2019,4,R,전통시장,1001469,104.0,양재시장,2.0,47.0,178404762.0
2992,2019,4,R,전통시장,1001468,147.0,남부종합시장,4.0,51.0,241211806.0
2993,2019,4,R,전통시장,1001467,79.0,NaN,NaN,NaN,NaN
2994,2019,4,R,전통시장,1001466,627.0,미성동도깨비시장,3.0,66.0,169047314.0
2995,2019,4,R,전통시장,1001465,52.0,NaN,NaN,NaN,NaN
2996,2019,4,R,전통시장,1001464,162.0,NaN,NaN,NaN,NaN
2997,2019,4,R,전통시장,1001463,62.0,신림중앙시장,1.0,16.0,65923077.0
2998,2019,4,R,전통시장,1001462,574.0,강남골목시장,5.0,46.0,127017778.0
2999,2019,4,R,전통시장,1001461,5.0,NaN,NaN,NaN,NaN
3000,2019,4,R,전통시장,1001460,2203.0,관악신사시장,17.0,56.0,151302003.0
3001,2019,4,R,전통시장,1001459,441.0,신원시장,2.0,79.0,195833333.0
3002,2019,4,R,전통시장,1001458,1451.0,인헌시장,6.0,55.0,128466862.0
3003,2019,4,R,전통시장,1001457,441.0,봉천중앙시장,2.0,69.0,147027778.0
3004,2019,4,R,전통시장,1001456,15.0,NaN,NaN,NaN,NaN
3005,2019,4,R,전통시장,1001455,101.0,NaN,NaN,NaN,NaN
3006,2019,4,R,전통시장,1001454,496.0,NaN,NaN,NaN,NaN
3007,2019,4,R,전통시장,1001453,568.0,낙성대시장,5.0,40.0,112571474.0
3008,2019,4,R,전통시장,1001452,647.0,중부시장,3.0,59.0,166496296.0
3009,2019,4,R,전통시장,1001451,8.0,NaN,NaN,NaN,NaN
3010,2019,4,R,전통시장,1001450,536.0,남성역골목시장,4.0,53.0,129553571.0
3011,2019,4,R,전통시장,1001449,572.0,남성사계시장,1.0,29.0,120250000.0
3012,2019,4,R,전통시장,1001448,1009.0,흑석시장,3.0,90.0,282225405.0
3013,2019,4,R,전통시장,1001447,1866.0,상도4동도깨비골목시장,13.0,56.0,115830739.0
3014,2019,4,R,전통시장,1001446,177.0,성대시장,1.0,35.0,129285714.0
3015,2019,4,R,전통시장,1001445,61.0,NaN,NaN,NaN,NaN
3016,2019,4,R,전통시장,1001444,1602.0,상도전통시장,15.0,61.0,159551753.0
3017,2019,4,R,전통시장,1001443,108.0,강남시장_동작,1.0,49.0,53385714.0
3018,2019,4,R,전통시장,1001442,15.0,NaN,NaN,NaN,NaN
3019,2019,4,R,전통시장,1001441,406.0,본동인정시장,2.0,86.0,379228571.0
3020,2019,4,R,전통시장,1001440,638.0,노량진중앙시장,5.0,88.0,260570286.0
3021,2019,4,R,전통시장,1001439,355.0,대림중앙시장,3.0,54.0,107219444.0
3022,2019,4,R,전통시장,1001438,321.0,NaN,NaN,NaN,NaN
3023,2019,4,R,전통시장,1001437,117.0,NaN,NaN,NaN,NaN
3024,2019,4,R,전통시장,1001436,86.0,NaN,NaN,NaN,NaN
3025,2019,4,R,전통시장,1001433,673.0,영일시장,3.0,66.0,264210246.0
3026,2019,4,R,전통시장,1001432,73.0,NaN,NaN,NaN,NaN
3027,2019,4,R,전통시장,1001431,278.0,NaN,NaN,NaN,NaN
3028,2019,4,R,전통시장,1001430,2354.0,영등포전통시장,4.0,65.0,133843750.0
3029,2019,4,R,전통시장,1001429,439.0,은행나무시장,5.0,47.0,140926190.0
3030,2019,4,R,전통시장,1001428,285.0,박미시장,3.0,59.0,135666667.0
3031,2019,4,R,전통시장,1001427,2140.0,현대시장,9.0,45.0,117593952.0
3032,2019,4,R,전통시장,1001426,10.0,NaN,NaN,NaN,NaN
3033,2019,4,R,전통시장,1001425,43.0,NaN,NaN,NaN,NaN
3034,2019,4,R,전통시장,1001424,1563.0,남문시장,14.0,52.0,124228515.0
3035,2019,4,R,전통시장,1001423,84.0,NaN,NaN,NaN,NaN
3036,2019,4,R,전통시장,1001422,156.0,NaN,NaN,NaN,NaN
3037,2019,4,R,전통시장,1001421,361.0,개봉중앙시장,9.0,53.0,113444781.0
3038,2019,4,R,전통시장,1001420,618.0,고척근린시장,2.0,61.0,135237288.0
3039,2019,4,R,전통시장,1001419,244.0,가리봉시장,3.0,287.0,872833333.0
3040,2019,4,R,전통시장,1001418,631.0,남구로시장,12.0,48.0,82431250.0
3041,2019,4,R,전통시장,1001417,126.0,구로시장,1.0,46.0,101222222.0
3042,2019,4,R,전통시장,1001416,167.0,NaN,NaN,NaN,NaN
3043,2019,4,R,전통시장,1001415,584.0,방신전통시장,3.0,63.0,193409907.0
3044,2019,4,R,전통시장,1001414,614.0,송화골목시장,8.0,48.0,127173039.0
3045,2019,4,R,전통시장,1001413,1108.0,까치산시장,23.0,48.0,114261861.0
3046,2019,4,R,전통시장,1001412,338.0,화곡본동시장,10.0,53.0,102675139.0
3047,2019,4,R,전통시장,1001411,1961.0,남부골목시장,23.0,55.0,113601225.0
3048,2019,4,R,전통시장,1001409,976.0,화곡중앙골목시장,20.0,53.0,101350404.0
3049,2019,4,R,전통시장,1001408,72.0,NaN,NaN,NaN,NaN
3050,2019,4,R,전통시장,1001407,3.0,NaN,NaN,NaN,NaN
3051,2019,4,R,전통시장,1001406,255.0,신정3동골목시장,1.0,44.0,146666667.0
3052,2019,4,R,전통시장,1001405,484.0,신정2동골목시장,3.0,54.0,180304198.0
3053,2019,4,R,전통시장,1001404,182.0,NaN,NaN,NaN,NaN
3054,2019,4,R,전통시장,1001403,142.0,신월7동골목시장,4.0,46.0,115175000.0
3055,2019,4,R,전통시장,1001402,163.0,NaN,NaN,NaN,NaN
3056,2019,4,R,전통시장,1001401,59.0,신곡종합시장,1.0,76.0,306636364.0
3057,2019,4,R,전통시장,1001400,332.0,신월3동골목시장,1.0,35.0,52333333.0
3058,2019,4,R,전통시장,1001399,364.0,경창시장,6.0,66.0,127274777.0
3059,2019,4,R,전통시장,1001398,1581.0,월정로시장,22.0,50.0,83545346.0
3060,2019,4,R,전통시장,1001397,1172.0,신영시장,13.0,55.0,106871329.0
3061,2019,4,R,전통시장,1001396,1170.0,목4동시장,21.0,61.0,150206171.0
3062,2019,4,R,전통시장,1001395,1215.0,목3동시장,9.0,50.0,170201466.0
3063,2019,4,R,전통시장,1001394,1298.0,목2동시장,18.0,52.0,155182914.0
3064,2019,4,R,전통시장,1001392,27.0,NaN,NaN,NaN,NaN
3065,2019,4,R,전통시장,1001391,589.0,망원월드컵시장,18.0,49.0,138048729.0
3066,2019,4,R,전통시장,1001390,1614.0,망원시장,31.0,58.0,167776941.0
3067,2019,4,R,전통시장,1001389,71.0,합정시장,2.0,64.0,207400000.0
3068,2019,4,R,전통시장,1001388,197.0,영진시장,4.0,57.0,194462500.0
3069,2019,4,R,전통시장,1001387,17.0,NaN,NaN,NaN,NaN
3070,2019,4,R,전통시장,1001386,45.0,신수시장,1.0,51.0,187625000.0
3071,2019,4,R,전통시장,1001385,310.0,아현시장,3.0,59.0,169444444.0
3072,2019,4,R,전통시장,1001384,7.0,NaN,NaN,NaN,NaN
3073,2019,4,R,전통시장,1001383,10.0,NaN,NaN,NaN,NaN
3074,2019,4,R,전통시장,1001382,143.0,백련시장,1.0,55.0,148093750.0
3075,2019,4,R,전통시장,1001381,309.0,모래내시장,12.0,60.0,205937169.0
3076,2019,4,R,전통시장,1001380,498.0,포방터시장,7.0,54.0,93981633.0
3077,2019,4,R,전통시장,1001379,273.0,인왕시장,1.0,72.0,176700000.0
3078,2019,4,R,전통시장,1001378,117.0,NaN,NaN,NaN,NaN
3079,2019,4,R,전통시장,1001377,362.0,영천시장,3.0,35.0,94119048.0
3080,2019,4,R,전통시장,1001376,108.0,NaN,NaN,NaN,NaN
3081,2019,4,R,전통시장,1001375,156.0,증산종합시장,3.0,64.0,137610648.0
3082,2019,4,R,전통시장,1001374,568.0,대림골목시장,6.0,45.0,110408333.0
3083,2019,4,R,전통시장,1001373,198.0,NaN,NaN,NaN,NaN
3084,2019,4,R,전통시장,1001372,20.0,NaN,NaN,NaN,NaN
3085,2019,4,R,전통시장,1001371,500.0,대조시장,15.0,47.0,115956540.0
3086,2019,4,R,전통시장,1001370,9.0,NaN,NaN,NaN,NaN
3087,2019,4,R,전통시장,1001369,187.0,NaN,NaN,NaN,NaN
3088,2019,4,R,전통시장,1001368,243.0,NaN,NaN,NaN,NaN
3089,2019,4,R,전통시장,1001367,1833.0,상계중앙시장,15.0,50.0,95964683.0
3090,2019,4,R,전통시장,1001365,1498.0,공릉동도깨비시장,20.0,55.0,136364293.0
3091,2019,4,R,전통시장,1001364,1035.0,방학동도깨비시장,10.0,48.0,80668261.0
3092,2019,4,R,전통시장,1001363,728.0,쌍문역골목시장,5.0,58.0,108438889.0
3093,2019,4,R,전통시장,1001362,379.0,백운시장,5.0,51.0,92648951.0
3094,2019,4,R,전통시장,1001361,174.0,신도봉시장,2.0,45.0,65137500.0
3095,2019,4,R,전통시장,1001360,1212.0,창동골목시장,5.0,45.0,99010476.0
3096,2019,4,R,전통시장,1001359,2247.0,창동신창시장,35.0,54.0,114274261.0
3097,2019,4,R,전통시장,1001358,58.0,수유북부시장,1.0,81.0,140208333.0
3098,2019,4,R,전통시장,1001357,1482.0,장미원골목시장,23.0,49.0,119067469.0
3099,2019,4,R,전통시장,1001356,42.0,수유중앙시장,2.0,55.0,101125000.0
3100,2019,4,R,전통시장,1001355,764.0,강북종합시장,5.0,50.0,107718333.0
3101,2019,4,R,전통시장,1001354,1607.0,우이시장,22.0,48.0,106408076.0
3102,2019,4,R,전통시장,1001353,610.0,수유전통시장,3.0,61.0,143442586.0
3103,2019,4,R,전통시장,1001352,1136.0,번동북부골목시장,8.0,57.0,151992109.0
3104,2019,4,R,전통시장,1001351,145.0,NaN,NaN,NaN,NaN
3105,2019,4,R,전통시장,1001350,235.0,숭인시장,4.0,40.0,137085938.0
3106,2019,4,R,전통시장,1001349,1375.0,방천골목시장,2.0,48.0,131872727.0
3107,2019,4,R,전통시장,1001348,26.0,NaN,NaN,NaN,NaN
3108,2019,4,R,전통시장,1001347,1807.0,석관황금시장,3.0,48.0,138916667.0
3109,2019,4,R,전통시장,1001346,157.0,NaN,NaN,NaN,NaN
3110,2019,4,R,전통시장,1001345,73.0,새석관시장,2.0,37.0,24512195.0
3111,2019,4,R,전통시장,1001344,22.0,NaN,NaN,NaN,NaN
3112,2019,4,R,전통시장,1001343,853.0,장위전통시장,5.0,66.0,150083333.0
3113,2019,4,R,전통시장,1001342,228.0,밤나무골시장,2.0,51.0,65623077.0
3114,2019,4,R,전통시장,1001341,30.0,NaN,NaN,NaN,NaN
3115,2019,4,R,전통시장,1001340,1409.0,정릉시장,13.0,54.0,124511988.0
3116,2019,4,R,전통시장,1001339,1061.0,정릉아리랑시장,5.0,49.0,104744877.0
3117,2019,4,R,전통시장,1001338,200.0,NaN,NaN,NaN,NaN
3118,2019,4,R,전통시장,1001337,109.0,유영시장,1.0,50.0,173100000.0
3119,2019,4,R,전통시장,1001336,2080.0,우림골목시장,17.0,54.0,113255470.0
3120,2019,4,R,전통시장,1001335,1454.0,묵1동도깨비시장,11.0,54.0,109272980.0
3121,2019,4,R,전통시장,1001334,934.0,태능시장,3.0,58.0,127752193.0
3122,2019,4,R,전통시장,1001333,1850.0,중화제일시장,15.0,54.0,118713667.0
3123,2019,4,R,전통시장,1001332,1871.0,사가정시장,8.0,58.0,154333925.0
3124,2019,4,R,전통시장,1001331,1249.0,면목골목시장,15.0,73.0,130351587.0
3125,2019,4,R,전통시장,1001330,2009.0,동원시장,17.0,51.0,115683238.0
